"","X.1","X","atnd_experience","ambiente","ambiente_aberta","Food_Quality","novo_diferente","denovo_manter","mudanca_notavel","flag_cliente_novo","Date_Time","mes","dia_semana","hora"
"399",399,399,"tem atencao","conforto","A música ambiente estava perfeita, não muito alta nem muito baixa.",4,"","","As porções estão maiores, o que é ótimo para o preço que pagamos.",0,2023-11-03 05:00:00,11,"sexta-feira",5
"400",400,400,"gente boa","instagramavel","A música ambiente estava perfeita, não muito alta nem muito baixa.",2,"","","Agora há mais opções de vinhos e coquetéis no cardápio.",0,2023-12-27 09:00:00,12,"quarta-feira",9
"401",401,401,"comente","temperatura","O estilo moderno e acolhedor do interior.",3,"Adoraria ver mais opções de sobremesas sem glúten.","adorei o milkshake, tem sabores diferentes, voltaria só por ele","Está mais organizado, especialmente a área de espera por mesas.",0,2023-12-17 17:00:00,12,"domingo",17
"402",402,402,"organização","conforto","A limpeza e organização do local foram impecáveis.",1,"Adoraria ver mais opções de sobremesas sem glúten.","organização do ambiente","O tempo de espera pela comida diminuiu significativamente.",1,2023-12-21 04:00:00,12,"quinta-feira",4
"403",403,403,"habilidosos","acessibilidade","A limpeza e organização do local foram impecáveis.",1,"Gostaria de ver opções de pratos veganos no menu.","facil acesso","O restaurante está com uma decoração nova, muito mais moderna e convidativa.",0,2023-12-21 17:00:00,12,"quinta-feira",17
"404",404,404,"gente boa","conforto","A limpeza e organização do local foram impecáveis.",4,"Seria melhor se o restaurante aceitasse reservas online.","facil acesso","Agora há mais opções de vinhos e coquetéis no cardápio.",0,2023-12-25 17:00:00,12,"segunda-feira",17
"405",405,405,"tem atencao","estacionamento","",5,"Seria melhor se o restaurante aceitasse reservas online.","o milkshake, eu viria só por ele","",0,2023-11-21 20:00:00,11,"terça-feira",20
"406",406,406,"habilidosos","temperatura","O sorriso e a simpatia dos funcionários.",4,"Uma noite temática por semana seria interessante.","adorei o milkshake, tem sabores diferentes, voltaria só por ele","A qualidade do serviço melhorou muito, os garçons estão mais atenciosos.",0,2023-11-09 18:00:00,11,"quinta-feira",18
"407",407,407,"comente","estacionamento","A música ambiente estava perfeita, não muito alta nem muito baixa.",5,"","","",0,2023-12-29 11:00:00,12,"sexta-feira",11
"408",408,408,"comente","estacionamento","O sorriso e a simpatia dos funcionários.",2,"Poderiam melhorar a acústica do local para reduzir o ruído.","adorei o milkshake, tem sabores diferentes, voltaria só por ele","O restaurante está com uma decoração nova, muito mais moderna e convidativa.",0,2023-12-09 19:00:00,12,"sábado",19
"409",409,409,"comente","temperatura","",5,"Gostaria que o cardápio tivesse mais fotos dos pratos.","adorei o milkshake, tem sabores diferentes, voltaria só por ele","A música ambiente mudou e agora está mais agradável.",0,2023-12-20 14:00:00,12,"quarta-feira",14
"410",410,410,"comente","estacionamento","",3,"","organização do ambiente","A qualidade do serviço melhorou muito, os garçons estão mais atenciosos.",0,2023-12-18 09:00:00,12,"segunda-feira",9
"411",411,411,"gente boa","acessibilidade","",3,"","as sobremesas são maravilhosas, nunca mudem","As porções estão maiores, o que é ótimo para o preço que pagamos.",0,2023-12-30 16:00:00,12,"sábado",16
"412",412,412,"gente boa","conforto","O sorriso e a simpatia dos funcionários.",5,"Seria ótimo ter uma área para crianças brincarem.","facil acesso","A música ambiente mudou e agora está mais agradável.",0,2023-11-23 21:00:00,11,"quinta-feira",21
"413",413,413,"organização","temperatura","A limpeza e organização do local foram impecáveis.",5,"Seria ótimo ter uma área para crianças brincarem.","as sobremesas são maravilhosas, nunca mudem","A qualidade do serviço melhorou muito, os garçons estão mais atenciosos.",0,2023-12-15 03:00:00,12,"sexta-feira",3
"414",414,414,"tem atencao","conforto","O estilo moderno e acolhedor do interior.",3,"Adoraria ver mais opções de sobremesas sem glúten.","as sobremesas são maravilhosas, nunca mudem","Percebi que o restaurante está usando ingredientes mais frescos e de melhor qualidade.",0,2023-11-07 20:00:00,11,"terça-feira",20
"415",415,415,"gente boa","estacionamento","O sorriso e a simpatia dos funcionários.",4,"Seria ótimo ter uma área para crianças brincarem.","as sobremesas são maravilhosas, nunca mudem","A música ambiente mudou e agora está mais agradável.",0,2023-12-14 03:00:00,12,"quinta-feira",3
"416",416,416,"gente boa","instagramavel","A limpeza e organização do local foram impecáveis.",3,"Mais variedade de cervejas artesanais.","adorei o milkshake, tem sabores diferentes, voltaria só por ele","",0,2023-12-16 07:00:00,12,"sábado",7
"417",417,417,"gente boa","temperatura","A iluminação suave e as cores harmoniosas do espaço.",3,"Uma noite temática por semana seria interessante.","facil acesso","Está mais organizado, especialmente a área de espera por mesas.",0,2023-11-24 05:00:00,11,"sexta-feira",5
"418",418,418,"gente boa","temperatura","",3,"Mais variedade de cervejas artesanais.","","As porções estão maiores, o que é ótimo para o preço que pagamos.",0,2023-12-20,12,"quarta-feira",0
"419",419,419,"gente boa","estacionamento","",2,"Seria ótimo ter uma área para crianças brincarem.","organização do ambiente","",0,2023-12-29 21:00:00,12,"sexta-feira",21
"420",420,420,"comente","temperatura","A iluminação suave e as cores harmoniosas do espaço.",2,"","banheiros cheirosos","",0,2023-12-01 02:00:00,12,"sexta-feira",2
"421",421,421,"organização","conforto","",4,"","","",0,2023-12-08 01:00:00,12,"sexta-feira",1
"422",422,422,"comente","acessibilidade","A música ambiente estava perfeita, não muito alta nem muito baixa.",4,"Poderiam melhorar a acústica do local para reduzir o ruído.","facil acesso","As porções estão maiores, o que é ótimo para o preço que pagamos.",0,2023-12-02 07:00:00,12,"sábado",7
"423",423,423,"gente boa","estacionamento","",2,"Uma noite temática por semana seria interessante.","","",0,2023-12-29 21:00:00,12,"sexta-feira",21
"424",424,424,"organização","conforto","A iluminação suave e as cores harmoniosas do espaço.",3,"Gostaria que o cardápio tivesse mais fotos dos pratos.","","Notei que o menu foi atualizado com mais opções saudáveis.",1,2023-11-20 17:00:00,11,"segunda-feira",17
"425",425,425,"comente","instagramavel","O estilo moderno e acolhedor do interior.",2,"","lugar arrumado","Os preços estão mais acessíveis, o que me surpreendeu positivamente.",0,2023-12-24 11:00:00,12,"domingo",11
"426",426,426,"gente boa","instagramavel","",4,"Gostaria que o cardápio tivesse mais fotos dos pratos.","organização do ambiente","Os preços estão mais acessíveis, o que me surpreendeu positivamente.",0,2023-11-08 03:00:00,11,"quarta-feira",3
"427",427,427,"habilidosos","acessibilidade","O sorriso e a simpatia dos funcionários.",3,"Seria melhor se o restaurante aceitasse reservas online.","","",0,2023-11-28 14:00:00,11,"terça-feira",14
"428",428,428,"organização","conforto","",5,"","organização do ambiente","As porções estão maiores, o que é ótimo para o preço que pagamos.",0,2023-12-19 02:00:00,12,"terça-feira",2
"429",429,429,"tem atencao","conforto","A iluminação suave e as cores harmoniosas do espaço.",2,"Gostaria de ver opções de pratos veganos no menu.","adorei o milkshake, tem sabores diferentes, voltaria só por ele","",0,2023-11-22 03:00:00,11,"quarta-feira",3
"430",430,430,"habilidosos","estacionamento","O sorriso e a simpatia dos funcionários.",1,"","","O tempo de espera pela comida diminuiu significativamente.",0,2023-11-21 19:00:00,11,"terça-feira",19
"431",431,431,"tem atencao","conforto","",3,"Poderiam melhorar a acústica do local para reduzir o ruído.","o milkshake, eu viria só por ele","Os preços estão mais acessíveis, o que me surpreendeu positivamente.",0,2023-12-21 23:00:00,12,"quinta-feira",23
"432",432,432,"tem atencao","conforto","O estilo moderno e acolhedor do interior.",3,"Gostaria de ver opções de pratos veganos no menu.","facil acesso","O restaurante está com uma decoração nova, muito mais moderna e convidativa.",0,2023-11-11 17:00:00,11,"sábado",17
"433",433,433,"organização","temperatura","",2,"Adoraria ver mais opções de sobremesas sem glúten.","lugar arrumado","",0,2023-11-27 12:00:00,11,"segunda-feira",12
"434",434,434,"comente","conforto","O estilo moderno e acolhedor do interior.",5,"","banheiros cheirosos","Está mais organizado, especialmente a área de espera por mesas.",0,2023-12-21 17:00:00,12,"quinta-feira",17
"435",435,435,"organização","acessibilidade","",4,"Gostaria de ver opções de pratos veganos no menu.","as sobremesas são maravilhosas, nunca mudem","A música ambiente mudou e agora está mais agradável.",0,2023-11-06 21:00:00,11,"segunda-feira",21
"436",436,436,"habilidosos","temperatura","",2,"Poderiam melhorar a acústica do local para reduzir o ruído.","as sobremesas são maravilhosas, nunca mudem","A qualidade do serviço melhorou muito, os garçons estão mais atenciosos.",0,2023-12-16 07:00:00,12,"sábado",7
"437",437,437,"tem atencao","acessibilidade","O estilo moderno e acolhedor do interior.",1,"","","Está mais organizado, especialmente a área de espera por mesas.",0,2023-12-03 04:00:00,12,"domingo",4
"438",438,438,"comente","acessibilidade","A iluminação suave e as cores harmoniosas do espaço.",3,"","facil acesso","O tempo de espera pela comida diminuiu significativamente.",0,2023-11-19 14:00:00,11,"domingo",14
"439",439,439,"tem atencao","temperatura","A música ambiente estava perfeita, não muito alta nem muito baixa.",1,"","facil acesso","O restaurante está com uma decoração nova, muito mais moderna e convidativa.",1,2023-12-21 04:00:00,12,"quinta-feira",4
"440",440,440,"habilidosos","acessibilidade","",4,"Adoraria ver mais opções de sobremesas sem glúten.","as sobremesas são maravilhosas, nunca mudem","Os preços estão mais acessíveis, o que me surpreendeu positivamente.",0,2023-12-03 07:00:00,12,"domingo",7
"441",441,441,"gente boa","estacionamento","A iluminação suave e as cores harmoniosas do espaço.",2,"","banheiros cheirosos","Agora há mais opções de vinhos e coquetéis no cardápio.",0,2023-11-15 04:00:00,11,"quarta-feira",4
"442",442,442,"habilidosos","conforto","A iluminação suave e as cores harmoniosas do espaço.",5,"","facil acesso","Percebi que o restaurante está usando ingredientes mais frescos e de melhor qualidade.",1,2023-12-27 11:00:00,12,"quarta-feira",11
"443",443,443,"tem atencao","instagramavel","A limpeza e organização do local foram impecáveis.",2,"","adorei o milkshake, tem sabores diferentes, voltaria só por ele","O tempo de espera pela comida diminuiu significativamente.",0,2023-11-20 07:00:00,11,"segunda-feira",7
"444",444,444,"comente","conforto","A limpeza e organização do local foram impecáveis.",2,"Adoraria ver mais opções de sobremesas sem glúten.","","A música ambiente mudou e agora está mais agradável.",0,2023-11-28 12:00:00,11,"terça-feira",12
"445",445,445,"habilidosos","instagramavel","A iluminação suave e as cores harmoniosas do espaço.",5,"","","Agora há mais opções de vinhos e coquetéis no cardápio.",1,2023-12-08 21:00:00,12,"sexta-feira",21
"446",446,446,"organização","instagramavel","",4,"Preferiria que houvesse mais opções de bebidas não alcoólicas.","o milkshake, eu viria só por ele","O restaurante está com uma decoração nova, muito mais moderna e convidativa.",1,2023-12-16 05:00:00,12,"sábado",5
"447",447,447,"comente","estacionamento","O sorriso e a simpatia dos funcionários.",4,"Poderiam melhorar a acústica do local para reduzir o ruído.","organização do ambiente","",0,2023-11-17 01:00:00,11,"sexta-feira",1
"448",448,448,"gente boa","acessibilidade","",4,"Gostaria de ver opções de pratos veganos no menu.","","Agora há mais opções de vinhos e coquetéis no cardápio.",0,2023-11-25 22:00:00,11,"sábado",22
"449",449,449,"organização","temperatura","",4,"Espero que o tempo de espera para ser atendido seja menor.","lugar arrumado","O restaurante está com uma decoração nova, muito mais moderna e convidativa.",0,2023-12-09 21:00:00,12,"sábado",21
"450",450,450,"comente","conforto","O estilo moderno e acolhedor do interior.",4,"","organização do ambiente","Percebi que o restaurante está usando ingredientes mais frescos e de melhor qualidade.",1,2023-11-17 21:00:00,11,"sexta-feira",21
"451",451,451,"habilidosos","instagramavel","A música ambiente estava perfeita, não muito alta nem muito baixa.",4,"","","Os preços estão mais acessíveis, o que me surpreendeu positivamente.",0,2023-11-12 19:00:00,11,"domingo",19
"452",452,452,"comente","conforto","A limpeza e organização do local foram impecáveis.",5,"Mais variedade de cervejas artesanais.","","Agora há mais opções de vinhos e coquetéis no cardápio.",0,2023-11-06 09:00:00,11,"segunda-feira",9
"453",453,453,"organização","conforto","A música ambiente estava perfeita, não muito alta nem muito baixa.",4,"Mais variedade de cervejas artesanais.","facil acesso","",0,2023-12-16 21:00:00,12,"sábado",21
"454",454,454,"gente boa","instagramavel","A iluminação suave e as cores harmoniosas do espaço.",3,"","organização do ambiente","Notei que o menu foi atualizado com mais opções saudáveis.",0,2023-12-16 10:00:00,12,"sábado",10
"455",455,455,"comente","conforto","A iluminação suave e as cores harmoniosas do espaço.",1,"","","",0,2023-12-21 07:00:00,12,"quinta-feira",7
"456",456,456,"habilidosos","conforto","",4,"Seria melhor se o restaurante aceitasse reservas online.","","A qualidade do serviço melhorou muito, os garçons estão mais atenciosos.",1,2023-11-12 09:00:00,11,"domingo",9
"457",457,457,"organização","acessibilidade","A iluminação suave e as cores harmoniosas do espaço.",1,"Seria ótimo ter uma área para crianças brincarem.","banheiros cheirosos","Está mais organizado, especialmente a área de espera por mesas.",1,2023-11-02 12:00:00,11,"quinta-feira",12
"458",458,458,"comente","conforto","",4,"","","O tempo de espera pela comida diminuiu significativamente.",0,2023-11-26 21:00:00,11,"domingo",21
"459",459,459,"organização","conforto","",4,"","banheiros cheirosos","A qualidade do serviço melhorou muito, os garçons estão mais atenciosos.",0,2023-12-24 03:00:00,12,"domingo",3
"460",460,460,"habilidosos","temperatura","A limpeza e organização do local foram impecáveis.",4,"Preferiria que houvesse mais opções de bebidas não alcoólicas.","adorei o milkshake, tem sabores diferentes, voltaria só por ele","As porções estão maiores, o que é ótimo para o preço que pagamos.",0,2023-12-16 13:00:00,12,"sábado",13
"461",461,461,"comente","estacionamento","A iluminação suave e as cores harmoniosas do espaço.",2,"","","",0,2023-11-27 13:00:00,11,"segunda-feira",13
"462",462,462,"organização","conforto","A iluminação suave e as cores harmoniosas do espaço.",4,"Poderiam melhorar a acústica do local para reduzir o ruído.","organização do ambiente","A música ambiente mudou e agora está mais agradável.",0,2023-11-07 23:00:00,11,"terça-feira",23
"463",463,463,"tem atencao","conforto","O sorriso e a simpatia dos funcionários.",2,"Seria melhor se o restaurante aceitasse reservas online.","adorei o milkshake, tem sabores diferentes, voltaria só por ele","Está mais organizado, especialmente a área de espera por mesas.",0,2023-11-03 22:00:00,11,"sexta-feira",22
"464",464,464,"comente","acessibilidade","O estilo moderno e acolhedor do interior.",3,"","","A qualidade do serviço melhorou muito, os garçons estão mais atenciosos.",0,2023-11-05 05:00:00,11,"domingo",5
"465",465,465,"gente boa","conforto","A música ambiente estava perfeita, não muito alta nem muito baixa.",3,"","","A qualidade do serviço melhorou muito, os garçons estão mais atenciosos.",0,2023-11-03 04:00:00,11,"sexta-feira",4
"466",466,466,"tem atencao","instagramavel","A limpeza e organização do local foram impecáveis.",4,"Adoraria ver mais opções de sobremesas sem glúten.","lugar arrumado","Notei que o menu foi atualizado com mais opções saudáveis.",0,2023-12-11 20:00:00,12,"segunda-feira",20
"467",467,467,"habilidosos","acessibilidade","A música ambiente estava perfeita, não muito alta nem muito baixa.",3,"Adoraria ver mais opções de sobremesas sem glúten.","o milkshake, eu viria só por ele","Percebi que o restaurante está usando ingredientes mais frescos e de melhor qualidade.",1,2023-12-02 05:00:00,12,"sábado",5
"468",468,468,"organização","conforto","A música ambiente estava perfeita, não muito alta nem muito baixa.",4,"Seria melhor se o restaurante aceitasse reservas online.","banheiros cheirosos","",0,2023-11-12 03:00:00,11,"domingo",3
"469",469,469,"gente boa","instagramavel","A limpeza e organização do local foram impecáveis.",5,"Gostaria que o cardápio tivesse mais fotos dos pratos.","as sobremesas são maravilhosas, nunca mudem","A música ambiente mudou e agora está mais agradável.",0,2023-11-23 17:00:00,11,"quinta-feira",17
"470",470,470,"habilidosos","estacionamento","",3,"","lugar arrumado","Agora há mais opções de vinhos e coquetéis no cardápio.",0,2023-11-17 01:00:00,11,"sexta-feira",1
"471",471,471,"tem atencao","estacionamento","",4,"Poderiam melhorar a acústica do local para reduzir o ruído.","adorei o milkshake, tem sabores diferentes, voltaria só por ele","Está mais organizado, especialmente a área de espera por mesas.",0,2023-11-02 02:00:00,11,"quinta-feira",2
"472",472,472,"habilidosos","instagramavel","O estilo moderno e acolhedor do interior.",1,"Espero que o tempo de espera para ser atendido seja menor.","adorei o milkshake, tem sabores diferentes, voltaria só por ele","As porções estão maiores, o que é ótimo para o preço que pagamos.",0,2023-12-22 15:00:00,12,"sexta-feira",15
"473",473,473,"comente","acessibilidade","A iluminação suave e as cores harmoniosas do espaço.",4,"Seria melhor se o restaurante aceitasse reservas online.","banheiros cheirosos","O tempo de espera pela comida diminuiu significativamente.",0,2023-11-22 14:00:00,11,"quarta-feira",14
"474",474,474,"habilidosos","instagramavel","",5,"Seria ótimo ter uma área para crianças brincarem.","o milkshake, eu viria só por ele","A música ambiente mudou e agora está mais agradável.",0,2023-11-18 19:00:00,11,"sábado",19
"475",475,475,"comente","instagramavel","",3,"","organização do ambiente","Percebi que o restaurante está usando ingredientes mais frescos e de melhor qualidade.",1,2023-11-29 04:00:00,11,"quarta-feira",4
"476",476,476,"habilidosos","temperatura","O estilo moderno e acolhedor do interior.",2,"Preferiria que houvesse mais opções de bebidas não alcoólicas.","","O restaurante está com uma decoração nova, muito mais moderna e convidativa.",0,2023-11-26 08:00:00,11,"domingo",8
"477",477,477,"gente boa","temperatura","",3,"Seria ótimo ter uma área para crianças brincarem.","lugar arrumado","O restaurante está com uma decoração nova, muito mais moderna e convidativa.",0,2023-12-16 18:00:00,12,"sábado",18
"478",478,478,"organização","conforto","",4,"","lugar arrumado","Agora há mais opções de vinhos e coquetéis no cardápio.",0,2023-12-14 22:00:00,12,"quinta-feira",22
"479",479,479,"tem atencao","conforto","O estilo moderno e acolhedor do interior.",3,"Poderiam melhorar a acústica do local para reduzir o ruído.","as sobremesas são maravilhosas, nunca mudem","O restaurante está com uma decoração nova, muito mais moderna e convidativa.",1,2023-12-21 11:00:00,12,"quinta-feira",11
"480",480,480,"gente boa","acessibilidade","O estilo moderno e acolhedor do interior.",3,"Preferiria que houvesse mais opções de bebidas não alcoólicas.","banheiros cheirosos","O tempo de espera pela comida diminuiu significativamente.",0,2023-12-24 06:00:00,12,"domingo",6
"481",481,481,"comente","conforto","",3,"Seria melhor se o restaurante aceitasse reservas online.","","Os preços estão mais acessíveis, o que me surpreendeu positivamente.",0,2023-11-02 09:00:00,11,"quinta-feira",9
"482",482,482,"gente boa","acessibilidade","",3,"Mais variedade de cervejas artesanais.","","A música ambiente mudou e agora está mais agradável.",0,2023-12-14 09:00:00,12,"quinta-feira",9
"483",483,483,"tem atencao","conforto","O estilo moderno e acolhedor do interior.",3,"","","Notei que o menu foi atualizado com mais opções saudáveis.",0,2023-11-22 16:00:00,11,"quarta-feira",16
"484",484,484,"gente boa","instagramavel","",2,"Mais variedade de cervejas artesanais.","","Percebi que o restaurante está usando ingredientes mais frescos e de melhor qualidade.",0,2023-12-11 23:00:00,12,"segunda-feira",23
"485",485,485,"organização","conforto","",1,"","banheiros cheirosos","Está mais organizado, especialmente a área de espera por mesas.",0,2023-12-04 11:00:00,12,"segunda-feira",11
"486",486,486,"gente boa","instagramavel","",3,"Seria ótimo ter uma área para crianças brincarem.","organização do ambiente","",0,2023-11-05 02:00:00,11,"domingo",2
"487",487,487,"gente boa","acessibilidade","A música ambiente estava perfeita, não muito alta nem muito baixa.",2,"","adorei o milkshake, tem sabores diferentes, voltaria só por ele","Os preços estão mais acessíveis, o que me surpreendeu positivamente.",0,2023-12-14 23:00:00,12,"quinta-feira",23
"488",488,488,"comente","estacionamento","O estilo moderno e acolhedor do interior.",4,"Adoraria ver mais opções de sobremesas sem glúten.","facil acesso","Percebi que o restaurante está usando ingredientes mais frescos e de melhor qualidade.",0,2023-12-30 01:00:00,12,"sábado",1
"489",489,489,"comente","acessibilidade","A limpeza e organização do local foram impecáveis.",3,"","","Os preços estão mais acessíveis, o que me surpreendeu positivamente.",0,2023-12-14 07:00:00,12,"quinta-feira",7
"490",490,490,"gente boa","estacionamento","O sorriso e a simpatia dos funcionários.",4,"Seria melhor se o restaurante aceitasse reservas online.","banheiros cheirosos","A música ambiente mudou e agora está mais agradável.",1,2023-12-16 22:00:00,12,"sábado",22
"491",491,491,"habilidosos","temperatura","",4,"Uma noite temática por semana seria interessante.","o milkshake, eu viria só por ele","A música ambiente mudou e agora está mais agradável.",0,2023-12-27 04:00:00,12,"quarta-feira",4
"492",492,492,"organização","conforto","",2,"","banheiros cheirosos","As porções estão maiores, o que é ótimo para o preço que pagamos.",1,2023-11-27 14:00:00,11,"segunda-feira",14
"493",493,493,"tem atencao","conforto","O estilo moderno e acolhedor do interior.",5,"Seria ótimo ter uma área para crianças brincarem.","facil acesso","Notei que o menu foi atualizado com mais opções saudáveis.",0,2023-12-11 01:00:00,12,"segunda-feira",1
"494",494,494,"tem atencao","conforto","",3,"Mais variedade de cervejas artesanais.","facil acesso","A qualidade do serviço melhorou muito, os garçons estão mais atenciosos.",0,2023-12-07 06:00:00,12,"quinta-feira",6
"495",495,495,"tem atencao","acessibilidade","",3,"Gostaria que o cardápio tivesse mais fotos dos pratos.","banheiros cheirosos","O tempo de espera pela comida diminuiu significativamente.",0,2023-12-18 21:00:00,12,"segunda-feira",21
"496",496,496,"gente boa","conforto","",2,"","o milkshake, eu viria só por ele","A música ambiente mudou e agora está mais agradável.",0,2023-11-03 09:00:00,11,"sexta-feira",9
"497",497,497,"comente","conforto","A limpeza e organização do local foram impecáveis.",1,"","","A qualidade do serviço melhorou muito, os garçons estão mais atenciosos.",0,2023-12-02 07:00:00,12,"sábado",7
"498",498,498,"habilidosos","estacionamento","O sorriso e a simpatia dos funcionários.",1,"Preferiria que houvesse mais opções de bebidas não alcoólicas.","facil acesso","As porções estão maiores, o que é ótimo para o preço que pagamos.",0,2023-12-24 15:00:00,12,"domingo",15
"499",499,499,"gente boa","conforto","O sorriso e a simpatia dos funcionários.",4,"","banheiros cheirosos","A qualidade do serviço melhorou muito, os garçons estão mais atenciosos.",0,2023-11-20 22:00:00,11,"segunda-feira",22
"500",500,500,"tem atencao","acessibilidade","",2,"","lugar arrumado","O tempo de espera pela comida diminuiu significativamente.",0,2023-11-16 07:00:00,11,"quinta-feira",7
"501",501,501,"tem atencao","estacionamento","O sorriso e a simpatia dos funcionários.",3,"Gostaria de ver opções de pratos veganos no menu.","","Está mais organizado, especialmente a área de espera por mesas.",0,2023-12-16 03:00:00,12,"sábado",3
"502",502,502,"organização","conforto","",5,"","organização do ambiente","O restaurante está com uma decoração nova, muito mais moderna e convidativa.",0,2023-11-27 23:00:00,11,"segunda-feira",23
"503",503,503,"habilidosos","instagramavel","O estilo moderno e acolhedor do interior.",4,"Seria melhor se o restaurante aceitasse reservas online.","as sobremesas são maravilhosas, nunca mudem","O tempo de espera pela comida diminuiu significativamente.",0,2023-11-11 06:00:00,11,"sábado",6
"504",504,504,"organização","conforto","A limpeza e organização do local foram impecáveis.",4,"","banheiros cheirosos","Os preços estão mais acessíveis, o que me surpreendeu positivamente.",0,2023-11-18 14:00:00,11,"sábado",14
"505",505,505,"habilidosos","temperatura","",5,"","","",0,2023-12-03 12:00:00,12,"domingo",12
"506",506,506,"gente boa","instagramavel","",4,"","o milkshake, eu viria só por ele","Percebi que o restaurante está usando ingredientes mais frescos e de melhor qualidade.",0,2023-12-11 12:00:00,12,"segunda-feira",12
"507",507,507,"comente","acessibilidade","A música ambiente estava perfeita, não muito alta nem muito baixa.",4,"Poderiam melhorar a acústica do local para reduzir o ruído.","","O restaurante está com uma decoração nova, muito mais moderna e convidativa.",0,2023-11-05 17:00:00,11,"domingo",17
"508",508,508,"comente","conforto","",3,"Preferiria que houvesse mais opções de bebidas não alcoólicas.","o milkshake, eu viria só por ele","Está mais organizado, especialmente a área de espera por mesas.",0,2023-11-08 12:00:00,11,"quarta-feira",12
"509",509,509,"habilidosos","conforto","O estilo moderno e acolhedor do interior.",3,"","lugar arrumado","",1,2023-11-29 08:00:00,11,"quarta-feira",8
"510",510,510,"habilidosos","acessibilidade","O sorriso e a simpatia dos funcionários.",4,"","o milkshake, eu viria só por ele","Agora há mais opções de vinhos e coquetéis no cardápio.",0,2023-11-24 22:00:00,11,"sexta-feira",22
"511",511,511,"gente boa","temperatura","",1,"Mais variedade de cervejas artesanais.","facil acesso","A qualidade do serviço melhorou muito, os garçons estão mais atenciosos.",0,2023-11-29 07:00:00,11,"quarta-feira",7
"512",512,512,"tem atencao","acessibilidade","",5,"Seria ótimo ter uma área para crianças brincarem.","o milkshake, eu viria só por ele","Notei que o menu foi atualizado com mais opções saudáveis.",0,2023-11-01 13:00:00,11,"quarta-feira",13
"513",513,513,"tem atencao","conforto","A iluminação suave e as cores harmoniosas do espaço.",2,"Poderiam melhorar a acústica do local para reduzir o ruído.","banheiros cheirosos","",0,2023-11-24 08:00:00,11,"sexta-feira",8
"514",514,514,"gente boa","acessibilidade","",4,"","lugar arrumado","Os preços estão mais acessíveis, o que me surpreendeu positivamente.",0,2023-11-03 07:00:00,11,"sexta-feira",7
"515",515,515,"tem atencao","conforto","O estilo moderno e acolhedor do interior.",3,"","facil acesso","",0,2023-11-03 07:00:00,11,"sexta-feira",7
"516",516,516,"gente boa","instagramavel","",3,"Preferiria que houvesse mais opções de bebidas não alcoólicas.","lugar arrumado","",0,2023-12-13 06:00:00,12,"quarta-feira",6
"517",517,517,"habilidosos","acessibilidade","O sorriso e a simpatia dos funcionários.",3,"Espero que o tempo de espera para ser atendido seja menor.","facil acesso","O restaurante está com uma decoração nova, muito mais moderna e convidativa.",0,2023-12-13 16:00:00,12,"quarta-feira",16
"518",518,518,"tem atencao","estacionamento","",5,"Gostaria de ver opções de pratos veganos no menu.","adorei o milkshake, tem sabores diferentes, voltaria só por ele","",0,2023-11-01 03:00:00,11,"quarta-feira",3
"519",519,519,"habilidosos","estacionamento","A limpeza e organização do local foram impecáveis.",5,"Seria melhor se o restaurante aceitasse reservas online.","banheiros cheirosos","Percebi que o restaurante está usando ingredientes mais frescos e de melhor qualidade.",0,2023-12-04 08:00:00,12,"segunda-feira",8
"520",520,520,"tem atencao","instagramavel","O sorriso e a simpatia dos funcionários.",4,"Mais variedade de cervejas artesanais.","lugar arrumado","",1,2023-12-29 03:00:00,12,"sexta-feira",3
"521",521,521,"gente boa","estacionamento","O estilo moderno e acolhedor do interior.",4,"Preferiria que houvesse mais opções de bebidas não alcoólicas.","adorei o milkshake, tem sabores diferentes, voltaria só por ele","Notei que o menu foi atualizado com mais opções saudáveis.",1,2023-11-29 23:00:00,11,"quarta-feira",23
"522",522,522,"habilidosos","estacionamento","",5,"Mais variedade de cervejas artesanais.","facil acesso","O restaurante está com uma decoração nova, muito mais moderna e convidativa.",0,2023-12-30 21:00:00,12,"sábado",21
"523",523,523,"tem atencao","instagramavel","A música ambiente estava perfeita, não muito alta nem muito baixa.",3,"","facil acesso","Os preços estão mais acessíveis, o que me surpreendeu positivamente.",0,2023-11-25 15:00:00,11,"sábado",15
"524",524,524,"habilidosos","acessibilidade","A limpeza e organização do local foram impecáveis.",3,"Espero que o tempo de espera para ser atendido seja menor.","banheiros cheirosos","Os preços estão mais acessíveis, o que me surpreendeu positivamente.",0,2023-11-26 12:00:00,11,"domingo",12
"525",525,525,"gente boa","conforto","",5,"Seria melhor se o restaurante aceitasse reservas online.","","As porções estão maiores, o que é ótimo para o preço que pagamos.",0,2023-11-29 17:00:00,11,"quarta-feira",17
"526",526,526,"gente boa","instagramavel","O estilo moderno e acolhedor do interior.",3,"Uma noite temática por semana seria interessante.","","Está mais organizado, especialmente a área de espera por mesas.",0,2023-11-16 05:00:00,11,"quinta-feira",5
"527",527,527,"organização","acessibilidade","O sorriso e a simpatia dos funcionários.",5,"","o milkshake, eu viria só por ele","",1,2023-12-27 13:00:00,12,"quarta-feira",13
"528",528,528,"comente","instagramavel","",2,"","","Notei que o menu foi atualizado com mais opções saudáveis.",0,2023-11-07 10:00:00,11,"terça-feira",10
